"V2","V3","V4"
"07.06.2013",42,1
"04.06.2013",42,1
"25.06.2013",42,1
"01.06.2013",42,1
"30.06.2013",42,1
"19.06.2013",42,1
"15.06.2013",42,1
"14.06.2013",42,1
"29.06.2013",42,1
"12.06.2013",42,1
"19.06.2013",42,1
"20.06.2013",42,1
"21.06.2013",42,1
"09.06.2013",42,2
"06.06.2013",42,1
"04.06.2013",42,1
"20.06.2013",42,1
"18.06.2013",42,1
"06.06.2013",42,1
"24.06.2013",42,1
"16.06.2013",42,1
"15.06.2013",42,1
"24.06.2013",42,1
"23.06.2013",42,1
"22.06.2013",42,1
"17.06.2013",42,1
"16.06.2013",42,1
"28.06.2013",42,1
"14.06.2013",42,1
"04.06.2013",42,1
"22.06.2013",42,1
"14.06.2013",42,1
"07.06.2013",42,1
"04.06.2013",42,1
"01.06.2013",42,1
"22.06.2013",42,1
"30.06.2013",42,1
"28.06.2013",42,1
"15.06.2013",42,1
"12.06.2013",42,1
"10.06.2013",42,1
"06.06.2013",42,2
"01.06.2013",42,1
"01.06.2013",42,1
"23.06.2013",42,1
"21.06.2013",42,1
"13.06.2013",42,1
"07.06.2013",42,1
"07.06.2013",42,1
"14.06.2013",42,1
"30.06.2013",42,1
"14.06.2013",42,1
"29.06.2013",42,1
"14.06.2013",42,1
"17.06.2013",42,1
"27.06.2013",42,1
"17.06.2013",42,1
"20.06.2013",42,1
"10.06.2013",42,1
"20.06.2013",42,1
"25.06.2013",42,1
"18.06.2013",42,1
"14.06.2013",42,1
"21.06.2013",42,1
"17.06.2013",42,1
"07.06.2013",42,1
"13.06.2013",42,1
"09.06.2013",42,1
"17.06.2013",42,1
"01.06.2013",42,1
"25.06.2013",42,1
"24.06.2013",42,1
"22.06.2013",42,1
"28.06.2013",42,1
"15.06.2013",42,1
"09.06.2013",42,1
"01.06.2013",42,1
"30.06.2013",42,1
"24.06.2013",42,1
"06.06.2013",42,1
"24.06.2013",42,1
"25.06.2013",42,1
"06.06.2013",42,1
"22.06.2013",42,1
"06.06.2013",42,2
"27.06.2013",42,1
"23.06.2013",42,1
"22.06.2013",42,2
"10.06.2013",42,1
"09.06.2013",42,2
"08.06.2013",42,1
"06.06.2013",42,4
"25.06.2013",42,1
"24.06.2013",42,1
"20.06.2013",42,1
"18.06.2013",42,2
"16.06.2013",42,1
"15.06.2013",42,3
"14.06.2013",42,2
"14.06.2013",42,1
"15.06.2013",42,1
"20.06.2013",42,1
"24.06.2013",42,1
"15.06.2013",42,1
"23.06.2013",42,1
"25.06.2013",42,1
"19.06.2013",42,1
"01.06.2013",42,1
"07.06.2013",42,1
"25.06.2013",42,1
"28.06.2013",42,1
"08.06.2013",42,1
"03.06.2013",42,1
"15.06.2013",42,1
"15.06.2013",42,1
"14.06.2013",42,1
"30.06.2013",42,1
"16.06.2013",42,1
"26.06.2013",42,1
"28.06.2013",42,1
"20.06.2013",42,1
"15.06.2013",42,1
"13.06.2013",42,1
"11.06.2013",42,1
"07.06.2013",42,1
"06.06.2013",42,1
"02.06.2013",42,4
"17.06.2013",42,1
"08.06.2013",42,1
"21.06.2013",42,1
"20.06.2013",42,1
"07.06.2013",42,1
"19.06.2013",42,1
"06.06.2013",42,1
"11.06.2013",42,1
"20.06.2013",42,1
"14.06.2013",42,1
"04.06.2013",42,1
"12.06.2013",42,1
"21.06.2013",42,1
"29.06.2013",42,1
"25.06.2013",42,1
"19.06.2013",42,1
"09.06.2013",42,1
"12.06.2013",42,1
"14.06.2013",42,1
"01.06.2013",42,1
"11.06.2013",42,1
"22.06.2013",42,1
"21.06.2013",42,1
"19.06.2013",42,1
"30.06.2013",42,1
"29.06.2013",42,1
"27.06.2013",42,1
"28.06.2013",42,1
"01.06.2013",42,1
"03.06.2013",42,1
"05.06.2013",42,1
"19.06.2013",42,1
"04.06.2013",42,1
"01.06.2013",42,1
"20.06.2013",42,1
"22.06.2013",42,1
"11.06.2013",42,1
"19.06.2013",42,1
"27.06.2013",42,1
"02.06.2013",42,1
"15.06.2013",42,1
"21.06.2013",42,1
"30.06.2013",42,1
"20.06.2013",42,1
"04.06.2013",42,1
"25.06.2013",42,1
"22.06.2013",42,1
"23.06.2013",42,1
"20.06.2013",42,1
"11.06.2013",42,1
"30.06.2013",42,1
"22.06.2013",42,1
"15.06.2013",42,1
"27.06.2013",42,2
"18.06.2013",42,1
"08.06.2013",42,1
"13.06.2013",42,1
"01.06.2013",42,1
"22.06.2013",42,1
"21.06.2013",42,1
"12.06.2013",42,1
"09.06.2013",42,1
"26.06.2013",42,1
"19.06.2013",42,1
"28.06.2013",42,1
"14.06.2013",42,1
"15.06.2013",42,2
"17.06.2013",42,1
"06.06.2013",42,1
"30.06.2013",42,1
"14.06.2013",42,1
"24.06.2013",42,1
"23.06.2013",42,1
"24.06.2013",42,1
"28.06.2013",42,1
"11.06.2013",42,1
"02.06.2013",42,1
"18.06.2013",42,1
"10.06.2013",42,1
"01.06.2013",42,1
"23.06.2013",42,2
"22.06.2013",42,1
"21.06.2013",42,2
"18.06.2013",42,1
"05.06.2013",42,1
"05.06.2013",42,1
"24.06.2013",42,1
"26.06.2013",42,1
"20.06.2013",42,1
"26.06.2013",42,1
"15.06.2013",42,1
"27.06.2013",42,1
"23.06.2013",42,1
"03.06.2013",42,1
"20.06.2013",42,1
"28.06.2013",42,1
"26.06.2013",42,1
"23.06.2013",42,1
"21.06.2013",42,1
"11.06.2013",42,3
"08.06.2013",42,1
"28.06.2013",42,1
"24.06.2013",42,1
"04.06.2013",42,1
"12.06.2013",42,1
"29.06.2013",42,1
"24.06.2013",42,1
"17.06.2013",42,1
"24.06.2013",42,1
"21.06.2013",42,1
"03.06.2013",42,1
"03.06.2013",42,1
"03.06.2013",42,1
"21.06.2013",42,1
"13.06.2013",42,1
"13.06.2013",42,1
"09.06.2013",42,1
"12.06.2013",42,1
"29.06.2013",42,1
"24.06.2013",42,1
"25.06.2013",42,1
"21.06.2013",42,1
"20.06.2013",42,1
"29.06.2013",42,1
"10.06.2013",42,1
"07.06.2013",42,1
"19.06.2013",42,1
"10.06.2013",42,1
"08.06.2013",42,1
"01.06.2013",42,2
"23.06.2013",42,1
"09.06.2013",42,1
"12.06.2013",42,1
"06.06.2013",42,1
"04.06.2013",42,1
"30.06.2013",42,1
"10.06.2013",42,1
"24.06.2013",42,1
"02.06.2013",42,1
"28.06.2013",42,1
"12.06.2013",42,1
"13.06.2013",42,1
"14.06.2013",42,1
"10.06.2013",42,1
"27.06.2013",42,1
"21.06.2013",42,1
"20.06.2013",42,1
"07.06.2013",42,1
"30.06.2013",42,1
"15.06.2013",42,1
"13.06.2013",42,1
"10.06.2013",42,1
"14.06.2013",42,1
"25.06.2013",42,1
"19.06.2013",42,1
"07.06.2013",42,1
"20.06.2013",42,1
"10.06.2013",42,1
"23.06.2013",42,1
"15.06.2013",42,1
"06.06.2013",42,2
"11.06.2013",42,1
"08.06.2013",42,2
"02.06.2013",42,1
"01.06.2013",42,1
"29.06.2013",42,1
"04.06.2013",42,1
"15.06.2013",42,2
"28.06.2013",42,1
"08.06.2013",42,1
"29.06.2013",42,1
"03.06.2013",42,1
"21.06.2013",42,1
"01.06.2013",42,2
"05.06.2013",42,1
"03.06.2013",42,1
"26.06.2013",42,1
"25.06.2013",42,1
"07.06.2013",42,1
"04.06.2013",42,1
"01.06.2013",42,1
"09.06.2013",42,1
"06.06.2013",42,1
"25.06.2013",42,1
"20.06.2013",42,1
"15.06.2013",42,1
"01.06.2013",42,2
"29.06.2013",42,1
"07.06.2013",42,1
"26.06.2013",42,1
"24.06.2013",42,1
"18.06.2013",42,1
"07.06.2013",42,1
"02.06.2013",42,1
"06.06.2013",42,1
"01.06.2013",42,1
"07.06.2013",42,1
"05.06.2013",42,1
"18.06.2013",42,1
"23.06.2013",42,1
"22.06.2013",42,1
"18.06.2013",42,3
"17.06.2013",42,2
"16.06.2013",42,1
"15.06.2013",42,1
"13.06.2013",42,3
"02.06.2013",42,1
"12.06.2013",42,1
"25.06.2013",42,1
"24.06.2013",42,1
"14.06.2013",42,1
"25.06.2013",42,1
"25.06.2013",42,1
"23.06.2013",42,1
"16.06.2013",42,1
"19.06.2013",42,1
"28.06.2013",42,1
"24.06.2013",42,1
"23.06.2013",42,1
"22.06.2013",42,1
"20.06.2013",42,1
"13.06.2013",42,1
"07.06.2013",42,1
"27.06.2013",42,1
"01.06.2013",42,1
"30.06.2013",42,1
"29.06.2013",42,1
"21.06.2013",42,1
"22.06.2013",42,1
"01.06.2013",42,1
"10.06.2013",42,1
"21.06.2013",42,1
"21.06.2013",42,1
"08.06.2013",42,1
"22.06.2013",42,1
"21.06.2013",42,1
"20.06.2013",42,1
"19.06.2013",42,1
"18.06.2013",42,1
"17.06.2013",42,1
"14.06.2013",42,2
"22.06.2013",42,1
"16.06.2013",42,3
"13.06.2013",42,1
"12.06.2013",42,1
"10.06.2013",42,1
"08.06.2013",42,1
"06.06.2013",42,2
"02.06.2013",42,2
"22.06.2013",42,1
"13.06.2013",42,1
"10.06.2013",42,1
"09.06.2013",42,1
"21.06.2013",42,2
"14.06.2013",42,1
"13.06.2013",42,1
"09.06.2013",42,1
"08.06.2013",42,1
"09.06.2013",42,1
"15.06.2013",42,1
"08.06.2013",42,1
"06.06.2013",42,1
"05.06.2013",42,1
"04.06.2013",42,1
"03.06.2013",42,1
"01.06.2013",42,1
"30.06.2013",42,2
"29.06.2013",42,5
"28.06.2013",42,5
"27.06.2013",42,4
"26.06.2013",42,4
"25.06.2013",42,4
"15.06.2013",42,18
"24.06.2013",42,5
"22.06.2013",42,2
"21.06.2013",42,7
"20.06.2013",42,4
"19.06.2013",42,8
"18.06.2013",42,11
"17.06.2013",42,12
"16.06.2013",42,6
"15.06.2013",42,26
"14.06.2013",42,107
"11.06.2013",42,1
"06.06.2013",42,1
"20.06.2013",42,1
"23.06.2013",42,4
"16.06.2013",42,4
"17.06.2013",42,1
"18.06.2013",42,2
"07.06.2013",42,1
"20.06.2013",42,1
"05.06.2013",42,1
"26.06.2013",42,1
"25.06.2013",42,1
"28.06.2013",42,1
"25.06.2013",42,1
"20.06.2013",42,1
"15.06.2013",42,2
"09.06.2013",42,1
"08.06.2013",42,1
"05.06.2013",42,1
"11.06.2013",42,1
"25.06.2013",42,1
"24.06.2013",42,2
"22.06.2013",42,2
"21.06.2013",42,1
"20.06.2013",42,2
"18.06.2013",42,1
"17.06.2013",42,1
"16.06.2013",42,4
"15.06.2013",42,16
"23.06.2013",42,1
"22.06.2013",42,2
"21.06.2013",42,1
"20.06.2013",42,2
"19.06.2013",42,1
"10.06.2013",42,1
"18.06.2013",42,1
"18.06.2013",42,1
"11.06.2013",42,1
"05.06.2013",42,1
"20.06.2013",42,1
"06.06.2013",42,1
"10.06.2013",42,1
"27.06.2013",42,1
"17.06.2013",42,1
"16.06.2013",42,1
"15.06.2013",42,1
"14.06.2013",42,1
"13.06.2013",42,1
"10.06.2013",42,2
"05.06.2013",42,1
"06.06.2013",42,1
"03.06.2013",42,1
"23.06.2013",42,1
"20.06.2013",42,1
"28.06.2013",42,1
"21.06.2013",42,1
"01.06.2013",42,1
"14.06.2013",42,1
"25.06.2013",42,1
"10.06.2013",42,1
"20.06.2013",42,1
"24.06.2013",42,1
"09.06.2013",42,1
"19.06.2013",42,1
"03.06.2013",42,1
"08.06.2013",42,1
"09.06.2013",42,1
"13.06.2013",42,1
"29.06.2013",42,1
"16.06.2013",42,1
"08.06.2013",42,1
"12.06.2013",42,2
"26.06.2013",42,1
"17.06.2013",42,1
"28.06.2013",42,1
"04.06.2013",42,1
"21.06.2013",42,1
"30.06.2013",42,1
"30.06.2013",42,1
"06.06.2013",42,1
"17.06.2013",42,1
"23.06.2013",42,1
"22.06.2013",42,1
"18.06.2013",42,1
"13.06.2013",42,1
"22.06.2013",42,1
"10.06.2013",42,1
"19.06.2013",42,1
"21.06.2013",42,1
"15.06.2013",42,1
"07.06.2013",42,1
"22.06.2013",42,1
"07.06.2013",42,1
"28.06.2013",42,1
"27.06.2013",42,1
"24.06.2013",42,1
"09.06.2013",42,1
"28.06.2013",42,1
"25.06.2013",42,1
"12.06.2013",42,1
"13.06.2013",42,1
"24.06.2013",42,1
"14.06.2013",42,1
"08.06.2013",42,1
"28.06.2013",42,1
"01.06.2013",42,1
"29.06.2013",42,1
"21.06.2013",42,1
"12.06.2013",42,1
"01.06.2013",42,1
"06.06.2013",42,1
"17.06.2013",42,1
"10.06.2013",42,1
"06.06.2013",42,1
"15.06.2013",42,1
"27.06.2013",42,1
"10.06.2013",42,1
"13.06.2013",42,1
"13.06.2013",42,1
"25.06.2013",42,1
"29.06.2013",42,1
"22.06.2013",42,1
"29.06.2013",42,1
"14.06.2013",42,1
"27.06.2013",42,1
"13.06.2013",42,1
"19.06.2013",42,1
"18.06.2013",42,1
"17.06.2013",42,1
"29.06.2013",42,1
"16.06.2013",42,1
"17.06.2013",42,1
"22.06.2013",42,3
"29.06.2013",42,1
"12.06.2013",42,1
"26.06.2013",42,1
"18.06.2013",42,1
"08.06.2013",42,1
"20.06.2013",42,1
"08.06.2013",42,1
"26.06.2013",42,1
"11.06.2013",42,1
"01.06.2013",42,1
"22.06.2013",42,1
"17.06.2013",42,1
"19.06.2013",42,1
"07.06.2013",42,1
"22.06.2013",42,1
"15.06.2013",42,1
"29.06.2013",42,1
"28.06.2013",42,1
"23.06.2013",42,2
"30.06.2013",42,1
"14.06.2013",42,1
"22.06.2013",42,1
"12.06.2013",42,2
"02.06.2013",42,1
"29.06.2013",42,1
"03.06.2013",42,1
"20.06.2013",42,1
"17.06.2013",42,1
"28.06.2013",42,2
"20.06.2013",42,1
"18.06.2013",42,1
"25.06.2013",42,1
"08.06.2013",42,1
"24.06.2013",42,1
"15.06.2013",42,1
"12.06.2013",42,1
"22.06.2013",42,1
"21.06.2013",42,1
"19.06.2013",42,1
"02.06.2013",42,1
"20.06.2013",42,1
"16.06.2013",42,1
"09.06.2013",42,1
"17.06.2013",42,1
"14.06.2013",42,1
"18.06.2013",42,1
"16.06.2013",42,1
"06.06.2013",42,2
"03.06.2013",42,1
"03.06.2013",42,1
"28.06.2013",42,1
"11.06.2013",42,1
"22.06.2013",42,1
"01.06.2013",42,1
"23.06.2013",42,1
"24.06.2013",42,1
"10.06.2013",42,1
"15.06.2013",42,1
"26.06.2013",42,1
"15.06.2013",42,1
"28.06.2013",42,1
"17.06.2013",42,1
"23.06.2013",42,1
"15.06.2013",42,1
"15.06.2013",42,1
"28.06.2013",42,1
"23.06.2013",42,1
"12.06.2013",42,1
"16.06.2013",42,1
"17.06.2013",42,1
"07.06.2013",42,1
"01.06.2013",42,1
"15.06.2013",42,1
"06.06.2013",42,1
"05.06.2013",42,1
"14.06.2013",42,1
"14.06.2013",42,1
"29.06.2013",42,1
"18.06.2013",42,1
"24.06.2013",42,1
"13.06.2013",42,1
"02.06.2013",42,1
"20.06.2013",42,1
"06.06.2013",42,1
"23.06.2013",42,1
"22.06.2013",42,1
"23.06.2013",42,1
"01.06.2013",42,1
"20.06.2013",42,1
"03.06.2013",42,1
"30.06.2013",42,1
"26.06.2013",42,1
"24.06.2013",42,1
"22.06.2013",42,1
"21.06.2013",42,1
"19.06.2013",42,1
"12.06.2013",42,1
"10.06.2013",42,2
"09.06.2013",42,1
"08.06.2013",42,2
"04.06.2013",42,1
"10.06.2013",42,1
"01.06.2013",42,3
"16.06.2013",42,1
"02.06.2013",42,1
"20.06.2013",42,1
"24.06.2013",42,1
"23.06.2013",42,1
"21.06.2013",42,1
"17.06.2013",42,1
"16.06.2013",42,1
"14.06.2013",42,1
"13.06.2013",42,1
"12.06.2013",42,1
"11.06.2013",42,1
"26.06.2013",42,1
"11.06.2013",42,1
"15.06.2013",42,1
"01.06.2013",42,1
"11.06.2013",42,1
"15.06.2013",42,2
"12.06.2013",42,1
"01.06.2013",42,1
"22.06.2013",42,1
"20.06.2013",42,1
"16.06.2013",42,2
"12.06.2013",42,1
"05.06.2013",42,1
"04.06.2013",42,1
"24.06.2013",42,1
"21.06.2013",42,1
"18.06.2013",42,1
"11.06.2013",42,1
"04.06.2013",42,1
"30.06.2013",42,1
"29.06.2013",42,1
"23.06.2013",42,1
"13.06.2013",42,1
"12.06.2013",42,1
"08.06.2013",42,1
"09.06.2013",42,1
"21.06.2013",42,1
"29.06.2013",42,1
"21.06.2013",42,1
"15.06.2013",42,1
"13.06.2013",42,1
"27.06.2013",42,1
"24.06.2013",42,1
"01.06.2013",42,1
"22.06.2013",42,1
"08.06.2013",42,1
"15.06.2013",42,1
"23.06.2013",42,1
"22.06.2013",42,1
"21.06.2013",42,1
"18.06.2013",42,1
"29.06.2013",42,2
"27.06.2013",42,1
"30.06.2013",42,1
"20.06.2013",42,1
"20.06.2013",42,1
"29.06.2013",42,1
"29.06.2013",42,1
"20.06.2013",42,1
"21.06.2013",42,1
"11.06.2013",42,1
"22.06.2013",42,1
"21.06.2013",42,1
"15.06.2013",42,1
"12.06.2013",42,2
"14.06.2013",42,1
"05.06.2013",42,1
"13.06.2013",42,1
"02.06.2013",42,1
"30.06.2013",42,1
"29.06.2013",42,1
"17.06.2013",42,1
"07.06.2013",42,1
"21.06.2013",42,1
"10.06.2013",42,1
"30.06.2013",42,1
"20.06.2013",42,1
"02.06.2013",42,1
"20.06.2013",42,1
"23.06.2013",42,1
"09.06.2013",42,1
"25.06.2013",42,1
"17.06.2013",42,1
"30.06.2013",42,1
"01.06.2013",42,1
"28.06.2013",42,1
"17.06.2013",42,1
"29.06.2013",42,1
"26.06.2013",42,1
"02.06.2013",42,1
"26.06.2013",42,1
"04.06.2013",42,1
"13.06.2013",42,1
"28.06.2013",42,1
"07.06.2013",42,1
"28.06.2013",42,1
"16.06.2013",42,1
"16.06.2013",42,1
"04.06.2013",42,1
"17.06.2013",42,1
"24.06.2013",42,1
"21.06.2013",42,1
"12.06.2013",42,1
"16.06.2013",42,1
"26.06.2013",42,1
"21.06.2013",42,1
"14.06.2013",42,1
"27.06.2013",42,1
"10.06.2013",42,1
"27.06.2013",42,1
"10.06.2013",42,1
"24.06.2013",42,1
"01.06.2013",42,1
"15.06.2013",42,1
"04.06.2013",42,1
"20.06.2013",42,1
"18.06.2013",42,1
"01.06.2013",42,1
"01.06.2013",42,1
"29.06.2013",42,1
"22.06.2013",42,1
"09.06.2013",42,1
"14.06.2013",42,1
"21.06.2013",42,1
"03.06.2013",42,1
"13.06.2013",42,1
"22.06.2013",42,1
"23.06.2013",42,1
"17.06.2013",42,1
"23.06.2013",42,1
"17.06.2013",42,1
"01.06.2013",42,1
"21.06.2013",42,1
"30.06.2013",42,1
"16.06.2013",42,1
"04.06.2013",42,1
"15.06.2013",42,1
"08.06.2013",42,1
"20.06.2013",42,1
"12.06.2013",42,1
"30.06.2013",42,2
"26.06.2013",42,1
"06.06.2013",42,1
"20.06.2013",42,1
"07.06.2013",42,1
"02.06.2013",42,1
"13.06.2013",42,1
"28.06.2013",42,1
"22.06.2013",42,1
"04.06.2013",42,1
"30.06.2013",42,1
"02.06.2013",42,1
"30.06.2013",42,2
"25.06.2013",42,1
"30.06.2013",42,1
"28.06.2013",42,1
"16.06.2013",42,1
"12.06.2013",42,1
"16.06.2013",42,1
"02.06.2013",42,1
"20.06.2013",42,1
"23.06.2013",42,1
"01.06.2013",42,1
"15.06.2013",42,1
"29.06.2013",42,1
"24.06.2013",42,1
"07.06.2013",42,1
"19.06.2013",42,1
"10.06.2013",42,1
"12.06.2013",42,1
"07.06.2013",42,1
"25.06.2013",42,1
"05.06.2013",42,1
"25.06.2013",42,1
"21.06.2013",42,1
"14.06.2013",42,1
"08.06.2013",42,1
"05.06.2013",42,1
"17.06.2013",42,1
"29.06.2013",42,1
"14.06.2013",42,1
"25.06.2013",42,1
"12.06.2013",42,1
"09.06.2013",42,1
"07.06.2013",42,1
"29.06.2013",42,1
"22.06.2013",42,1
"02.06.2013",42,1
"21.06.2013",42,1
"16.06.2013",42,1
"30.06.2013",42,1
"29.06.2013",42,1
"08.06.2013",42,1
"07.06.2013",42,1
"17.06.2013",42,1
"15.06.2013",42,1
"21.06.2013",42,1
"25.06.2013",42,1
"15.06.2013",42,1
"29.06.2013",42,1
"01.06.2013",42,1
"12.06.2013",42,1
"29.06.2013",42,1
"23.06.2013",42,1
"20.06.2013",42,1
"13.06.2013",42,1
"11.06.2013",42,1
"08.06.2013",42,2
"02.06.2013",42,1
"05.06.2013",42,1
"18.06.2013",42,1
"28.06.2013",42,1
"15.06.2013",42,1
"14.06.2013",42,1
"19.06.2013",42,1
"17.06.2013",42,1
"23.06.2013",42,1
"20.06.2013",42,1
"08.06.2013",42,1
"03.06.2013",42,1
"14.06.2013",42,1
"04.06.2013",42,1
"02.06.2013",42,1
"10.06.2013",42,1
"06.06.2013",42,1
"14.06.2013",42,1
"01.06.2013",42,1
"21.06.2013",42,1
"17.06.2013",42,1
"15.06.2013",42,19
"14.06.2013",42,32
"13.06.2013",42,16
"12.06.2013",42,22
"11.06.2013",42,11
"10.06.2013",42,14
"09.06.2013",42,15
"08.06.2013",42,12
"07.06.2013",42,21
"06.06.2013",42,13
"05.06.2013",42,7
"04.06.2013",42,16
"16.06.2013",42,14
"03.06.2013",42,5
"01.06.2013",42,24
"29.06.2013",42,1
"16.06.2013",42,1
"20.06.2013",42,1
"07.06.2013",42,1
"21.06.2013",42,1
"15.06.2013",42,1
"22.06.2013",42,1
"19.06.2013",42,1
"21.06.2013",42,1
"15.06.2013",42,1
"28.06.2013",42,1
"02.06.2013",42,11
"17.06.2013",42,10
"18.06.2013",42,11
"19.06.2013",42,13
"21.06.2013",42,1
"22.06.2013",42,1
"19.06.2013",42,1
"17.06.2013",42,1
"16.06.2013",42,1
"07.06.2013",42,3
"04.06.2013",42,1
"03.06.2013",42,1
"01.06.2013",42,1
"12.06.2013",42,1
"09.06.2013",42,1
"07.06.2013",42,1
"17.06.2013",42,1
"09.06.2013",42,1
"12.06.2013",42,1
"17.06.2013",42,1
"30.06.2013",42,11
"29.06.2013",42,19
"28.06.2013",42,20
"27.06.2013",42,8
"26.06.2013",42,8
"25.06.2013",42,18
"24.06.2013",42,20
"23.06.2013",42,10
"22.06.2013",42,23
"21.06.2013",42,17
"20.06.2013",42,13
"15.06.2013",42,1
"09.06.2013",42,1
"20.06.2013",42,1
"08.06.2013",42,1
"27.06.2013",42,1
"08.06.2013",42,1
"29.06.2013",42,2
"23.06.2013",42,1
"30.06.2013",42,1
"29.06.2013",42,2
"28.06.2013",42,3
"23.06.2013",42,2
"01.06.2013",42,1
"21.06.2013",42,1
"15.06.2013",42,1
"21.06.2013",42,1
"15.06.2013",42,1
"04.06.2013",42,1
"20.06.2013",42,1
"20.06.2013",42,1
"09.06.2013",42,1
"21.06.2013",42,1
"08.06.2013",42,1
"19.06.2013",42,1
"19.06.2013",42,1
"14.06.2013",42,1
"08.06.2013",42,1
"07.06.2013",42,1
"01.06.2013",42,1
"11.06.2013",42,1
"11.06.2013",42,1
"12.06.2013",42,1
"16.06.2013",42,1
"29.06.2013",42,1
"29.06.2013",42,1
"15.06.2013",42,1
"29.06.2013",42,1
"21.06.2013",42,1
"28.06.2013",42,3
"14.06.2013",42,1
"06.06.2013",42,1
"21.06.2013",42,1
"05.06.2013",42,2
"02.06.2013",42,6
"30.06.2013",42,1
"29.06.2013",42,1
"28.06.2013",42,1
"25.06.2013",42,1
"25.06.2013",42,1
"02.06.2013",42,1
"07.06.2013",42,1
"01.06.2013",42,1
"23.06.2013",42,1
"04.06.2013",42,1
"15.06.2013",42,1
"14.06.2013",42,1
"29.06.2013",42,1
"14.06.2013",42,1
"30.06.2013",42,1
"14.06.2013",42,1
"04.06.2013",42,1
"04.06.2013",42,1
"01.06.2013",42,1
"08.06.2013",42,1
"23.06.2013",42,1
"06.06.2013",42,1
"24.06.2013",42,1
"17.06.2013",42,1
"10.06.2013",42,1
"24.06.2013",42,1
"19.06.2013",42,1
"05.06.2013",42,1
"24.06.2013",42,1
"23.06.2013",42,1
"23.06.2013",42,1
"21.06.2013",42,1
"05.06.2013",42,1
"12.06.2013",42,1
"07.06.2013",42,1
"08.06.2013",42,1
"14.06.2013",42,1
"10.06.2013",42,1
"01.06.2013",42,1
"28.06.2013",42,1
"27.06.2013",42,1
"12.06.2013",42,1
"28.06.2013",42,1
"22.06.2013",42,1
"15.06.2013",42,1
"12.06.2013",42,1
"10.06.2013",42,2
"08.06.2013",42,1
"06.06.2013",42,1
"03.06.2013",42,1
"02.06.2013",42,4
"21.06.2013",42,1
"21.06.2013",42,1
"25.06.2013",42,1
"30.06.2013",42,1
"09.06.2013",42,1
"08.06.2013",42,1
"13.06.2013",42,1
"08.06.2013",42,1
"16.06.2013",42,1
"12.06.2013",42,1
"04.06.2013",42,1
"03.06.2013",42,1
"09.06.2013",42,1
"02.06.2013",42,1
"19.06.2013",42,1
"08.06.2013",42,1
"16.06.2013",42,2
"28.06.2013",42,1
"30.06.2013",42,1
"29.06.2013",42,1
"29.06.2013",42,1
"23.06.2013",42,1
"02.06.2013",42,1
"29.06.2013",42,1
"09.06.2013",42,1
"12.06.2013",42,1
"02.06.2013",42,1
"27.06.2013",42,1
"21.06.2013",42,1
"28.06.2013",42,1
"20.06.2013",42,1
"14.06.2013",42,1
"07.06.2013",42,1
"09.06.2013",42,1
"18.06.2013",42,1
"19.06.2013",42,1
"23.06.2013",42,1
"02.06.2013",42,1
"20.06.2013",42,1
"12.06.2013",42,1
"04.06.2013",42,2
"07.06.2013",42,1
"19.06.2013",42,1
"22.06.2013",42,1
"14.06.2013",42,1
"14.06.2013",42,1
"06.06.2013",42,1
"15.06.2013",42,1
"14.06.2013",42,1
"13.06.2013",42,1
"11.06.2013",42,1
"30.06.2013",42,1
"06.06.2013",42,1
"29.06.2013",42,1
"21.06.2013",42,1
"01.06.2013",42,1
"10.06.2013",42,1
"12.06.2013",42,1
"19.06.2013",42,1
"24.06.2013",42,1
"08.06.2013",42,1
"19.06.2013",42,1
"21.06.2013",42,1
"21.06.2013",42,1
"20.06.2013",42,1
"22.06.2013",42,1
"11.06.2013",42,1
"12.06.2013",42,1
"13.06.2013",42,1
"27.06.2013",42,1
"15.06.2013",42,1
"01.06.2013",42,1
"19.06.2013",42,1
"23.06.2013",42,1
"06.06.2013",42,1
"10.06.2013",42,1
"14.06.2013",42,1
"10.06.2013",42,1
"14.06.2013",42,1
"21.06.2013",42,1
"07.06.2013",42,1
"18.06.2013",42,1
"12.06.2013",42,1
"18.06.2013",42,2
"12.06.2013",42,1
"13.06.2013",42,1
"18.06.2013",42,1
"10.06.2013",42,1
"07.06.2013",42,1
"23.06.2013",42,1
"21.06.2013",42,1
"06.06.2013",42,1
"08.06.2013",42,1
"02.06.2013",42,1
"29.06.2013",42,1
"26.06.2013",42,1
"01.06.2013",42,1
"05.06.2013",42,1
"26.06.2013",42,1
"14.06.2013",42,2
"11.06.2013",42,1
"08.06.2013",42,1
"01.06.2013",42,1
"17.06.2013",42,1
"09.06.2013",42,1
"08.06.2013",42,1
"30.06.2013",42,1
"22.06.2013",42,2
"24.06.2013",42,1
"28.06.2013",42,1
"02.06.2013",42,1
"07.06.2013",42,1
"22.06.2013",42,1
"28.06.2013",42,1
"13.06.2013",42,1
"20.06.2013",42,1
"23.06.2013",42,1
"16.06.2013",42,1
"10.06.2013",42,1
"03.06.2013",42,1
"29.06.2013",42,1
"01.06.2013",42,1
"13.06.2013",42,1
"13.06.2013",42,2
"13.06.2013",42,2
"13.06.2013",42,1
"06.06.2013",42,1
"13.06.2013",42,1
"23.06.2013",42,1
"19.06.2013",42,1
"30.06.2013",42,1
"03.06.2013",42,1
"07.06.2013",42,1
"18.06.2013",42,1
"13.06.2013",42,1
"12.06.2013",42,1
